Show,EpId,ClipId,Start,Stop,is_probably_host,speaker,clip_silhouette_score,SEP12k,SEP28k-E,SEP28k-T,SEP28k-D,Unsure,PoorAudioQuality,Prolongation,Block,SoundRep,WordRep,DifficultToUnderstand,Interjection,NoStutteredWords,NaturalPause,Music,NoSpeech,target_label,vote_count,EpId_clean,ClipId_clean,audio_path
WomenWhoStutter,50,407,9068960,9116960,False,WomenWhoStutter_50_0,0.2980274260044098,train,dev,dev,train,0,1,3,0,0,0,0,0,0,0,0,0,Prolongation,3.0,50,407,../SEP-28k_CLIP/WomenWhoStutter/50/WomenWhoStutter_50_407.wav
WomenWhoStutter,0,92,39191040,39239040,True,Pamela Mertz,0.5123183131217957,,train,test,test,0,0,2,0,0,0,0,0,1,0,0,0,Prolongation,2.0,0,92,../SEP-28k_CLIP/WomenWhoStutter/0/WomenWhoStutter_0_92.wav
WomenWhoStutter,7,8,10924800,10972800,False,WomenWhoStutter_7_1,0.5217903852462769,train,dev,dev,train,0,0,0,0,2,2,0,1,0,0,0,0,SoundRep,2.0,7,8,../SEP-28k_CLIP/WomenWhoStutter/7/WomenWhoStutter_7_8.wav
StutterTalk,27,11,29878080,29926080,False,StutterTalk_27_0,0.4700289666652679,train,dev,dev,train,0,0,3,0,0,0,0,2,0,0,0,0,Prolongation,3.0,27,11,../SEP-28k_CLIP/StutterTalk/27/StutterTalk_27_11.wav
StutteringIsCool,54,16,16984000,17032000,True,Daniele Rossi,,,train,test,test,0,0,0,1,0,0,0,3,2,3,0,0,Interjection,3.0,54,16,../SEP-28k_CLIP/StutteringIsCool/54/StutteringIsCool_54_16.wav
StutterTalk,0,29,15266400,15314400,False,StutterTalk_0_1,0.5329272747039795,train,dev,dev,train,0,2,2,0,0,0,0,1,1,2,0,0,Prolongation,2.0,0,29,../SEP-28k_CLIP/StutterTalk/0/StutterTalk_0_29.wav
StutterTalk,63,143,36259680,36307680,True,Chaya Goldstein,0.4093370139598846,train,dev,dev,train,0,0,1,0,2,0,1,1,0,0,0,0,SoundRep,2.0,63,143,../SEP-28k_CLIP/StutterTalk/63/StutterTalk_63_143.wav
HVSA,3,139,37540640,37588640,False,HVSA_3_1,0.4356003105640411,train,dev,dev,train,0,0,0,1,0,0,0,3,2,1,0,0,Interjection,3.0,3,139,../SEP-28k_CLIP/HVSA/3/HVSA_3_139.wav
WomenWhoStutter,39,153,24125920,24173920,True,Pamela Mertz,0.363832950592041,,train,test,test,0,0,0,2,1,0,0,0,0,0,0,0,Block,2.0,39,153,../SEP-28k_CLIP/WomenWhoStutter/39/WomenWhoStutter_39_153.wav
WomenWhoStutter,99,81,7765280,7813280,True,Pamela Mertz,0.5648143291473389,,train,test,test,0,0,0,1,0,2,0,0,0,1,0,0,WordRep,2.0,99,81,../SEP-28k_CLIP/WomenWhoStutter/99/WomenWhoStutter_99_81.wav
StutterTalk,33,48,12335840,12383840,False,StutterTalk_33_0,0.263031005859375,train,dev,dev,train,0,0,3,1,0,0,0,0,0,1,0,0,Prolongation,3.0,33,48,../SEP-28k_CLIP/StutterTalk/33/StutterTalk_33_48.wav
WomenWhoStutter,19,182,22082720,22130720,True,Pamela Mertz,0.4295322299003601,,train,test,test,0,0,1,2,3,0,1,0,0,0,0,0,Block,2.0,19,182,../SEP-28k_CLIP/WomenWhoStutter/19/WomenWhoStutter_19_182.wav
StrongVoices,6,110,15178400,15226400,False,StrongVoices_6_2,0.7905457615852356,train,test,train,dev,0,0,2,1,0,0,0,0,1,0,0,0,Prolongation,2.0,6,110,../SEP-28k_CLIP/StrongVoices/6/StrongVoices_6_110.wav
HeStutters,15,49,7145440,7193440,True,Pamela Mertz,0.5357814431190491,,train,test,test,0,0,1,1,0,2,0,3,0,1,0,0,WordRep,2.0,15,49,../SEP-28k_CLIP/HeStutters/15/HeStutters_15_49.wav
WomenWhoStutter,23,26,11152160,11200160,True,Pamela Mertz,0.6661730408668518,,train,test,test,0,0,0,3,0,0,0,0,0,0,0,0,Block,3.0,23,26,../SEP-28k_CLIP/WomenWhoStutter/23/WomenWhoStutter_23_26.wav
StutterTalk,63,70,23465120,23513120,False,StutterTalk_63_1,0.3111703991889953,train,test,train,dev,0,0,1,1,0,0,0,3,1,0,0,0,Interjection,3.0,63,70,../SEP-28k_CLIP/StutterTalk/63/StutterTalk_63_70.wav
StutterTalk,72,107,15132000,15180000,False,StutterTalk_72_1,0.4724069833755493,train,dev,dev,train,0,0,1,0,0,0,0,3,2,0,0,0,Interjection,3.0,72,107,../SEP-28k_CLIP/StutterTalk/72/StutterTalk_72_107.wav
WomenWhoStutter,53,10,28848800,28896800,True,Pamela Mertz,0.5586618781089783,,train,test,test,0,0,0,0,0,3,0,0,0,0,0,0,WordRep,3.0,53,10,../SEP-28k_CLIP/WomenWhoStutter/53/WomenWhoStutter_53_10.wav
HeStutters,11,6,37319040,37367040,True,Pamela Mertz,0.5402854084968567,,train,test,test,0,0,3,1,1,0,1,2,0,1,0,0,Prolongation,3.0,11,6,../SEP-28k_CLIP/HeStutters/11/HeStutters_11_6.wav
StutteringIsCool,36,6,43246880,43294880,False,StutteringIsCool_36_1,0.0874946638941764,train,dev,dev,train,0,0,0,1,0,3,0,0,0,0,0,0,WordRep,3.0,36,6,../SEP-28k_CLIP/StutteringIsCool/36/StutteringIsCool_36_6.wav
WomenWhoStutter,98,7,44608000,44656000,False,WomenWhoStutter_98_1,0.1374530494213104,train,dev,dev,train,0,0,0,1,2,0,0,0,0,0,0,0,SoundRep,2.0,98,7,../SEP-28k_CLIP/WomenWhoStutter/98/WomenWhoStutter_98_7.wav
WomenWhoStutter,86,105,10556320,10604320,False,WomenWhoStutter_86_0,0.2670904099941253,train,test,train,dev,0,0,1,1,0,0,0,3,1,1,0,0,Interjection,3.0,86,105,../SEP-28k_CLIP/WomenWhoStutter/86/WomenWhoStutter_86_105.wav
WomenWhoStutter,78,5,10970400,11018400,True,Pamela Mertz,0.3296598494052887,,train,test,test,0,0,1,0,0,3,0,2,0,0,0,0,WordRep,3.0,78,5,../SEP-28k_CLIP/WomenWhoStutter/78/WomenWhoStutter_78_5.wav
WomenWhoStutter,74,170,4144640,4192640,True,Pamela Mertz,0.3108366429805755,,train,test,test,0,0,0,0,1,0,0,3,2,0,0,0,Interjection,3.0,74,170,../SEP-28k_CLIP/WomenWhoStutter/74/WomenWhoStutter_74_170.wav
WomenWhoStutter,101,51,8925760,8973760,True,Pamela Mertz,0.6012528538703918,,train,test,test,0,0,2,0,0,0,0,0,1,0,0,0,Prolongation,2.0,101,51,../SEP-28k_CLIP/WomenWhoStutter/101/WomenWhoStutter_101_51.wav
WomenWhoStutter,79,30,28646880,28694880,True,Pamela Mertz,0.5463915467262268,,train,test,test,0,0,0,2,0,2,1,0,0,0,0,0,Block,2.0,79,30,../SEP-28k_CLIP/WomenWhoStutter/79/WomenWhoStutter_79_30.wav
StutterTalk,68,193,41245280,41293280,True,Chaya Goldstein,0.4832362830638885,train,dev,dev,train,0,0,2,0,0,0,0,0,1,3,0,0,Prolongation,2.0,68,193,../SEP-28k_CLIP/StutterTalk/68/StutterTalk_68_193.wav
HeStutters,7,32,37479680,37527680,False,HeStutters_7_1,0.4317977726459503,train,test,train,dev,0,0,1,0,0,3,0,0,0,0,0,0,WordRep,3.0,7,32,../SEP-28k_CLIP/HeStutters/7/HeStutters_7_32.wav
StutterTalk,43,202,54234080,54282080,True,Peter Reitzes,0.5855223536491394,,train,test,test,0,0,2,0,0,0,0,3,2,0,0,1,Prolongation,2.0,43,202,../SEP-28k_CLIP/StutterTalk/43/StutterTalk_43_202.wav
WomenWhoStutter,97,73,14129120,14177120,True,Pamela Mertz,0.3838150799274444,,train,test,test,0,0,0,0,3,0,0,0,0,0,0,0,SoundRep,3.0,97,73,../SEP-28k_CLIP/WomenWhoStutter/97/WomenWhoStutter_97_73.wav
WomenWhoStutter,42,161,11910080,11958080,True,Pamela Mertz,0.5003855228424072,,train,test,test,1,0,0,1,2,0,0,0,1,0,0,0,SoundRep,2.0,42,161,../SEP-28k_CLIP/WomenWhoStutter/42/WomenWhoStutter_42_161.wav
WomenWhoStutter,92,3,14891360,14939360,True,Pamela Mertz,0.5591322183609009,,train,test,test,0,0,0,0,0,0,0,3,3,0,0,0,Interjection,3.0,92,3,../SEP-28k_CLIP/WomenWhoStutter/92/WomenWhoStutter_92_3.wav
WomenWhoStutter,46,38,34033920,34081920,True,Pamela Mertz,0.0911934152245521,,train,test,test,0,0,0,1,1,3,0,0,0,2,0,0,WordRep,3.0,46,38,../SEP-28k_CLIP/WomenWhoStutter/46/WomenWhoStutter_46_38.wav
WomenWhoStutter,97,126,24790240,24838240,True,Pamela Mertz,0.5168026685714722,,train,test,test,0,0,0,3,1,2,0,0,0,0,0,0,Block,3.0,97,126,../SEP-28k_CLIP/WomenWhoStutter/97/WomenWhoStutter_97_126.wav
WomenWhoStutter,0,240,18659840,18707840,True,Pamela Mertz,0.3301679491996765,,train,test,test,0,0,1,0,3,0,0,1,0,0,0,0,SoundRep,3.0,0,240,../SEP-28k_CLIP/WomenWhoStutter/0/WomenWhoStutter_0_240.wav
StutteringIsCool,53,36,48012480,48060480,False,StutteringIsCool_53_1,0.4707001447677612,train,dev,dev,train,0,1,0,1,2,1,0,0,0,0,0,0,SoundRep,2.0,53,36,../SEP-28k_CLIP/StutteringIsCool/53/StutteringIsCool_53_36.wav
HVSA,1,91,4810720,4858720,False,HVSA_1_0,0.5033630728721619,train,dev,dev,train,0,0,1,0,0,0,0,3,2,0,0,0,Interjection,3.0,1,91,../SEP-28k_CLIP/HVSA/1/HVSA_1_91.wav
HeStutters,10,20,2698560,2746560,True,Pamela Mertz,0.3733366131782532,,train,test,test,0,0,0,0,0,0,0,3,3,0,0,0,Interjection,3.0,10,20,../SEP-28k_CLIP/HeStutters/10/HeStutters_10_20.wav
MyStutteringLife,20,39,943360,991360,False,MyStutteringLife_20_1,0.2314318269491195,train,dev,dev,train,0,0,0,1,0,2,0,1,2,2,0,0,WordRep,2.0,20,39,../SEP-28k_CLIP/MyStutteringLife/20/MyStutteringLife_20_39.wav
WomenWhoStutter,55,37,27472960,27520960,False,WomenWhoStutter_55_1,0.4031597375869751,train,test,train,dev,0,0,0,1,3,1,0,0,0,0,0,0,SoundRep,3.0,55,37,../SEP-28k_CLIP/WomenWhoStutter/55/WomenWhoStutter_55_37.wav
StutteringIsCool,71,7,21088320,21136320,False,StutteringIsCool_71_1,0.3451085388660431,train,dev,dev,train,0,0,0,2,0,0,0,0,1,1,0,0,Block,2.0,71,7,../SEP-28k_CLIP/StutteringIsCool/71/StutteringIsCool_71_7.wav
HeStutters,12,126,11822560,11870560,False,HeStutters_12_1,0.7428382635116577,train,test,train,dev,0,0,0,1,0,3,0,1,0,0,0,0,WordRep,3.0,12,126,../SEP-28k_CLIP/HeStutters/12/HeStutters_12_126.wav
HeStutters,12,149,15799840,15847840,True,Pamela Mertz,0.5276049971580505,,train,test,test,0,0,0,0,0,3,1,1,0,0,0,0,WordRep,3.0,12,149,../SEP-28k_CLIP/HeStutters/12/HeStutters_12_149.wav
WomenWhoStutter,95,3,21528800,21576800,True,Pamela Mertz,0.2509776055812835,,train,test,test,0,0,0,2,0,0,0,2,1,0,0,0,Block,2.0,95,3,../SEP-28k_CLIP/WomenWhoStutter/95/WomenWhoStutter_95_3.wav
WomenWhoStutter,1,115,3459200,3507200,True,Pamela Mertz,0.411274641752243,,train,test,test,0,0,0,0,2,0,0,2,1,0,0,0,SoundRep,2.0,1,115,../SEP-28k_CLIP/WomenWhoStutter/1/WomenWhoStutter_1_115.wav
MyStutteringLife,30,153,7709440,7757440,True,Pedro Peña,,,train,test,test,0,0,0,2,0,0,0,0,1,2,0,0,Block,2.0,30,153,../SEP-28k_CLIP/MyStutteringLife/30/MyStutteringLife_30_153.wav
WomenWhoStutter,101,181,32400800,32448800,False,WomenWhoStutter_101_1,0.7056798338890076,train,dev,dev,train,0,0,0,0,0,0,0,3,3,1,0,0,Interjection,3.0,101,181,../SEP-28k_CLIP/WomenWhoStutter/101/WomenWhoStutter_101_181.wav
StutterTalk,8,159,16818080,16866080,True,Reuben Schuff,0.3143269419670105,train,test,train,dev,0,0,1,0,0,3,0,2,0,0,0,0,WordRep,3.0,8,159,../SEP-28k_CLIP/StutterTalk/8/StutterTalk_8_159.wav
StutterTalk,77,10,5631360,5679360,True,Reuben Schuff,0.3153354525566101,train,test,train,dev,0,0,0,2,0,0,1,3,1,0,0,0,Block,2.0,77,10,../SEP-28k_CLIP/StutterTalk/77/StutterTalk_77_10.wav
WomenWhoStutter,5,19,24614080,24662080,True,Pamela Mertz,0.3952120840549469,,train,test,test,0,0,0,2,2,1,0,0,0,0,0,0,Block,2.0,5,19,../SEP-28k_CLIP/WomenWhoStutter/5/WomenWhoStutter_5_19.wav
WomenWhoStutter,105,33,29765120,29813120,True,Pamela Mertz,0.1598906964063644,,train,test,test,0,0,1,1,3,2,0,1,0,0,0,0,SoundRep,3.0,105,33,../SEP-28k_CLIP/WomenWhoStutter/105/WomenWhoStutter_105_33.wav
WomenWhoStutter,5,8,12453760,12501760,True,Pamela Mertz,0.4250200688838959,,train,test,test,0,0,0,1,2,0,0,0,0,0,0,0,SoundRep,2.0,5,8,../SEP-28k_CLIP/WomenWhoStutter/5/WomenWhoStutter_5_8.wav
MyStutteringLife,26,10,20761760,20809760,True,Pedro Peña,,,train,test,test,0,0,3,0,0,0,0,0,0,0,0,0,Prolongation,3.0,26,10,../SEP-28k_CLIP/MyStutteringLife/26/MyStutteringLife_26_10.wav
WomenWhoStutter,62,137,18785280,18833280,True,Pamela Mertz,0.1543509066104889,,train,test,test,0,0,2,0,0,0,0,3,2,0,0,0,Prolongation,2.0,62,137,../SEP-28k_CLIP/WomenWhoStutter/62/WomenWhoStutter_62_137.wav
IStutterSoWhat,2,196,18017280,18065280,False,IStutterSoWhat_2_1,0.4317633509635925,train,dev,dev,train,0,0,0,1,2,0,0,0,0,0,0,0,SoundRep,2.0,2,196,../SEP-28k_CLIP/IStutterSoWhat/2/IStutterSoWhat_2_196.wav
StrongVoices,32,4,43002720,43050720,False,StrongVoices_32_0,0.5999128222465515,train,test,train,dev,0,0,2,0,2,0,0,1,0,0,0,0,Prolongation,2.0,32,4,../SEP-28k_CLIP/StrongVoices/32/StrongVoices_32_4.wav
WomenWhoStutter,10,150,22460000,22508000,True,Pamela Mertz,0.6126137375831604,,train,test,test,0,0,0,0,0,0,0,3,3,2,0,0,Interjection,3.0,10,150,../SEP-28k_CLIP/WomenWhoStutter/10/WomenWhoStutter_10_150.wav
StutterTalk,44,29,35922080,35970080,True,Peter Reitzes,0.512916088104248,,train,test,test,0,0,0,1,0,0,0,3,3,0,0,0,Interjection,3.0,44,29,../SEP-28k_CLIP/StutterTalk/44/StutterTalk_44_29.wav
StutteringIsCool,16,17,14462720,14510720,True,Daniele Rossi,0.6175047755241394,,train,test,test,0,0,0,0,0,0,0,3,3,3,0,0,Interjection,3.0,16,17,../SEP-28k_CLIP/StutteringIsCool/16/StutteringIsCool_16_17.wav
WomenWhoStutter,100,6,7594880,7642880,True,Pamela Mertz,0.5310333967208862,,train,test,test,0,0,2,1,0,0,0,3,1,1,0,0,Prolongation,2.0,100,6,../SEP-28k_CLIP/WomenWhoStutter/100/WomenWhoStutter_100_6.wav
MyStutteringLife,2,5,74971680,75019680,True,Pedro Peña,0.4817241728305816,,train,test,test,0,0,3,0,0,0,0,0,0,1,0,0,Prolongation,3.0,2,5,../SEP-28k_CLIP/MyStutteringLife/2/MyStutteringLife_2_5.wav
IStutterSoWhat,0,152,16114720,16162720,True,Evan Sherman,0.6662286520004272,train,dev,dev,train,0,0,0,2,0,0,1,2,1,3,0,0,Block,2.0,0,152,../SEP-28k_CLIP/IStutterSoWhat/0/IStutterSoWhat_0_152.wav
StutterTalk,33,78,20442400,20490400,True,Peter Reitzes,0.3433145880699157,,train,test,test,1,0,0,0,0,3,0,2,0,0,0,0,WordRep,3.0,33,78,../SEP-28k_CLIP/StutterTalk/33/StutterTalk_33_78.wav
WomenWhoStutter,99,163,20764640,20812640,True,Pamela Mertz,0.5362231731414795,,train,test,test,0,0,0,2,0,0,0,0,1,1,0,0,Block,2.0,99,163,../SEP-28k_CLIP/WomenWhoStutter/99/WomenWhoStutter_99_163.wav
WomenWhoStutter,97,139,1800640,1848640,True,Pamela Mertz,0.146712064743042,,train,test,test,0,0,0,1,3,2,0,1,0,0,0,0,SoundRep,3.0,97,139,../SEP-28k_CLIP/WomenWhoStutter/97/WomenWhoStutter_97_139.wav
StrongVoices,21,130,12513280,12561280,False,StrongVoices_21_1,0.5813104510307312,train,test,train,dev,0,0,0,2,0,0,1,0,1,1,0,0,Block,2.0,21,130,../SEP-28k_CLIP/StrongVoices/21/StrongVoices_21_130.wav
HeStutters,2,194,1874880,1922880,True,Pamela Mertz,0.5116403102874756,,train,test,test,0,0,1,0,0,0,0,3,2,0,0,0,Interjection,3.0,2,194,../SEP-28k_CLIP/HeStutters/2/HeStutters_2_194.wav
WomenWhoStutter,2,26,37341600,37389600,True,Pamela Mertz,0.6009929776191711,,train,test,test,0,0,0,0,0,3,0,0,0,0,0,0,WordRep,3.0,2,26,../SEP-28k_CLIP/WomenWhoStutter/2/WomenWhoStutter_2_26.wav
StutteringIsCool,34,111,15222240,15270240,True,Daniele Rossi,0.2033650428056717,,train,test,test,0,0,0,2,1,2,0,1,0,0,0,0,Block,2.0,34,111,../SEP-28k_CLIP/StutteringIsCool/34/StutteringIsCool_34_111.wav
StutteringIsCool,65,20,15595520,15643520,True,Daniele Rossi,0.3128242194652557,,train,test,test,0,2,0,0,0,3,1,0,0,0,0,0,WordRep,3.0,65,20,../SEP-28k_CLIP/StutteringIsCool/65/StutteringIsCool_65_20.wav
StutterTalk,69,36,39454720,39502720,True,Chaya Goldstein,0.1268288344144821,train,dev,dev,train,0,0,0,1,0,3,0,0,0,0,0,0,WordRep,3.0,69,36,../SEP-28k_CLIP/StutterTalk/69/StutterTalk_69_36.wav
WomenWhoStutter,68,5,12276000,12324000,True,Pamela Mertz,0.248907208442688,,train,test,test,0,0,0,2,2,0,1,0,0,0,0,0,Block,2.0,68,5,../SEP-28k_CLIP/WomenWhoStutter/68/WomenWhoStutter_68_5.wav
StutteringIsCool,77,26,46644160,46692160,False,StutteringIsCool_77_2,0.6426309943199158,train,dev,dev,train,0,0,3,0,0,0,0,0,1,1,0,0,Prolongation,3.0,77,26,../SEP-28k_CLIP/StutteringIsCool/77/StutteringIsCool_77_26.wav
HeStutters,21,172,26438880,26486880,False,HeStutters_21_0,0.1738889962434768,train,dev,dev,train,0,0,0,2,0,0,0,0,1,1,0,0,Block,2.0,21,172,../SEP-28k_CLIP/HeStutters/21/HeStutters_21_172.wav
HeStutters,8,102,20591040,20639040,False,HeStutters_8_1,0.6719810962677002,train,dev,dev,train,0,0,0,3,0,2,0,0,0,0,0,0,Block,3.0,8,102,../SEP-28k_CLIP/HeStutters/8/HeStutters_8_102.wav
StutterTalk,68,106,23845920,23893920,True,Chaya Goldstein,0.4595512747764587,train,dev,dev,train,0,0,2,0,1,0,0,0,0,0,0,0,Prolongation,2.0,68,106,../SEP-28k_CLIP/StutterTalk/68/StutterTalk_68_106.wav
WomenWhoStutter,82,33,35144800,35192800,True,Pamela Mertz,0.4533343017101288,,train,test,test,0,0,2,1,0,0,0,0,0,1,0,0,Prolongation,2.0,82,33,../SEP-28k_CLIP/WomenWhoStutter/82/WomenWhoStutter_82_33.wav
StrongVoices,31,21,47749120,47797120,False,StrongVoices_31_0,0.3243161141872406,train,dev,dev,train,0,0,0,1,2,0,0,0,0,0,0,0,SoundRep,2.0,31,21,../SEP-28k_CLIP/StrongVoices/31/StrongVoices_31_21.wav
WomenWhoStutter,48,28,20184800,20232800,True,Pamela Mertz,0.3068050742149353,,train,test,test,1,1,1,1,3,0,0,0,0,0,0,0,SoundRep,3.0,48,28,../SEP-28k_CLIP/WomenWhoStutter/48/WomenWhoStutter_48_28.wav
WomenWhoStutter,86,156,1660960,1708960,False,WomenWhoStutter_86_0,0.1338860243558883,train,test,train,dev,0,0,0,1,0,0,0,3,2,2,0,0,Interjection,3.0,86,156,../SEP-28k_CLIP/WomenWhoStutter/86/WomenWhoStutter_86_156.wav
StutterTalk,67,27,27128800,27176800,False,StutterTalk_67_0,0.2807067334651947,train,dev,dev,train,0,2,0,1,0,0,2,3,2,0,0,0,Interjection,3.0,67,27,../SEP-28k_CLIP/StutterTalk/67/StutterTalk_67_27.wav
WomenWhoStutter,73,38,4670880,4718880,True,Pamela Mertz,0.6187921762466431,,train,test,test,0,0,0,1,0,3,0,2,0,0,0,0,WordRep,3.0,73,38,../SEP-28k_CLIP/WomenWhoStutter/73/WomenWhoStutter_73_38.wav
HeStutters,15,87,11128480,11176480,False,HeStutters_15_1,0.649121105670929,train,dev,dev,train,0,0,0,2,1,0,0,1,1,3,0,0,Block,2.0,15,87,../SEP-28k_CLIP/HeStutters/15/HeStutters_15_87.wav
HeStutters,19,55,18548480,18596480,True,Pamela Mertz,0.4259568452835083,,train,test,test,0,0,0,1,0,0,0,3,2,0,0,0,Interjection,3.0,19,55,../SEP-28k_CLIP/HeStutters/19/HeStutters_19_55.wav
WomenWhoStutter,62,95,14008320,14056320,True,Pamela Mertz,0.3626752197742462,,train,test,test,0,0,2,0,0,0,0,0,1,1,0,0,Prolongation,2.0,62,95,../SEP-28k_CLIP/WomenWhoStutter/62/WomenWhoStutter_62_95.wav
StrongVoices,26,14,14670240,14718240,False,StrongVoices_26_2,0.2302764952182769,train,dev,dev,train,0,0,1,0,0,0,0,3,2,0,0,0,Interjection,3.0,26,14,../SEP-28k_CLIP/StrongVoices/26/StrongVoices_26_14.wav
StutteringIsCool,31,24,1231520,1279520,True,Daniele Rossi,,,train,test,test,0,0,0,2,2,0,2,0,0,0,0,0,Block,2.0,31,24,../SEP-28k_CLIP/StutteringIsCool/31/StutteringIsCool_31_24.wav
StutterTalk,12,22,3795360,3843360,True,Reuben Schuff,0.5680043697357178,train,test,train,dev,0,0,0,0,0,0,0,3,3,1,0,0,Interjection,3.0,12,22,../SEP-28k_CLIP/StutterTalk/12/StutterTalk_12_22.wav
WomenWhoStutter,57,168,14957280,15005280,True,Pamela Mertz,0.5455576777458191,,train,test,test,0,0,1,0,0,0,0,3,2,1,0,0,Interjection,3.0,57,168,../SEP-28k_CLIP/WomenWhoStutter/57/WomenWhoStutter_57_168.wav
IStutterSoWhat,0,145,14855360,14903360,True,Evan Sherman,0.6958178281784058,train,dev,dev,train,0,0,0,2,3,0,1,0,0,0,0,0,Block,2.0,0,145,../SEP-28k_CLIP/IStutterSoWhat/0/IStutterSoWhat_0_145.wav
HeStutters,11,199,36639360,36687360,False,HeStutters_11_0,0.4914409816265106,train,test,train,dev,0,0,0,0,0,3,0,2,0,0,0,0,WordRep,3.0,11,199,../SEP-28k_CLIP/HeStutters/11/HeStutters_11_199.wav
StutterTalk,8,75,9257120,9305120,False,StutterTalk_8_1,0.4899826049804687,train,dev,dev,train,0,0,0,1,0,2,0,0,0,2,0,0,WordRep,2.0,8,75,../SEP-28k_CLIP/StutterTalk/8/StutterTalk_8_75.wav
WomenWhoStutter,9,39,31369600,31417600,True,Pamela Mertz,0.4464653432369232,,train,test,test,0,0,0,1,0,2,0,3,0,0,0,0,WordRep,2.0,9,39,../SEP-28k_CLIP/WomenWhoStutter/9/WomenWhoStutter_9_39.wav
HeStutters,22,26,48603200,48651200,True,Pamela Mertz,0.5015215277671814,,train,test,test,0,1,0,0,1,2,0,0,0,0,0,0,WordRep,2.0,22,26,../SEP-28k_CLIP/HeStutters/22/HeStutters_22_26.wav
MyStutteringLife,32,13,9349920,9397920,True,Pedro Peña,,,train,test,test,0,0,0,0,0,0,0,3,3,1,0,0,Interjection,3.0,32,13,../SEP-28k_CLIP/MyStutteringLife/32/MyStutteringLife_32_13.wav
StutterTalk,72,82,10141120,10189120,True,Reuben Schuff,0.2093501687049865,train,test,train,dev,0,0,2,3,1,0,0,0,0,0,0,0,Prolongation,2.0,72,82,../SEP-28k_CLIP/StutterTalk/72/StutterTalk_72_82.wav
StutterTalk,52,35,20421280,20469280,True,Peter Reitzes,0.4233765304088592,,train,test,test,0,0,0,1,2,0,2,0,1,1,0,0,SoundRep,2.0,52,35,../SEP-28k_CLIP/StutterTalk/52/StutterTalk_52_35.wav
MyStutteringLife,32,67,3373120,3421120,True,Pedro Peña,,,train,test,test,1,0,0,0,2,0,0,0,0,0,0,1,SoundRep,2.0,32,67,../SEP-28k_CLIP/MyStutteringLife/32/MyStutteringLife_32_67.wav
StutteringIsCool,48,23,14411840,14459840,True,Daniele Rossi,,,train,test,test,0,0,0,0,0,3,0,0,0,0,0,0,WordRep,3.0,48,23,../SEP-28k_CLIP/StutteringIsCool/48/StutteringIsCool_48_23.wav
StutterTalk,6,123,28453440,28501440,True,Peter Reitzes,0.4399103820323944,,train,test,test,0,1,0,0,2,0,0,0,1,0,0,0,SoundRep,2.0,6,123,../SEP-28k_CLIP/StutterTalk/6/StutterTalk_6_123.wav
HeStutters,17,5,53633280,53681280,False,HeStutters_17_1,0.669849157333374,train,test,train,dev,0,0,1,0,0,0,0,3,2,0,0,0,Interjection,3.0,17,5,../SEP-28k_CLIP/HeStutters/17/HeStutters_17_5.wav
IStutterSoWhat,0,180,19526240,19574240,True,Evan Sherman,0.6947349309921265,train,dev,dev,train,0,0,0,2,1,1,0,1,0,1,0,0,Block,2.0,0,180,../SEP-28k_CLIP/IStutterSoWhat/0/IStutterSoWhat_0_180.wav
WomenWhoStutter,30,64,5780480,5828480,False,WomenWhoStutter_30_1,0.4251685738563537,train,test,train,dev,0,0,0,2,0,0,0,0,1,0,0,0,Block,2.0,30,64,../SEP-28k_CLIP/WomenWhoStutter/30/WomenWhoStutter_30_64.wav
HeStutters,1,75,37930720,37978720,True,Pamela Mertz,0.408989280462265,,train,test,test,0,0,0,3,2,0,0,0,0,0,0,0,Block,3.0,1,75,../SEP-28k_CLIP/HeStutters/1/HeStutters_1_75.wav
WomenWhoStutter,39,200,27197440,27245440,True,Pamela Mertz,0.4221267402172088,,train,test,test,0,1,0,2,0,0,2,0,1,0,0,0,Block,2.0,39,200,../SEP-28k_CLIP/WomenWhoStutter/39/WomenWhoStutter_39_200.wav
HeStutters,23,25,42798560,42846560,True,Pamela Mertz,0.5169462561607361,,train,test,test,0,0,0,1,0,3,0,1,0,1,0,0,WordRep,3.0,23,25,../SEP-28k_CLIP/HeStutters/23/HeStutters_23_25.wav
WomenWhoStutter,46,31,29741920,29789920,True,Pamela Mertz,0.2791555821895599,,train,test,test,0,0,0,0,0,3,0,1,0,0,0,0,WordRep,3.0,46,31,../SEP-28k_CLIP/WomenWhoStutter/46/WomenWhoStutter_46_31.wav
MyStutteringLife,38,15,31609440,31657440,True,Pedro Peña,0.6397016644477844,,train,test,test,0,0,0,0,1,2,0,0,0,0,0,0,WordRep,2.0,38,15,../SEP-28k_CLIP/MyStutteringLife/38/MyStutteringLife_38_15.wav
WomenWhoStutter,54,29,17978240,18026240,False,WomenWhoStutter_54_1,0.5706800222396851,train,dev,dev,train,0,0,0,0,0,3,0,1,0,0,0,0,WordRep,3.0,54,29,../SEP-28k_CLIP/WomenWhoStutter/54/WomenWhoStutter_54_29.wav
StutterTalk,64,19,3487040,3535040,True,Reuben Schuff,0.5707688331604004,train,test,train,dev,0,0,1,1,0,0,0,3,1,2,0,0,Interjection,3.0,64,19,../SEP-28k_CLIP/StutterTalk/64/StutterTalk_64_19.wav
